season,date,home_team,away_team,home_score,away_score,match_result,match_result_numeric,home_elo,away_elo,home_form_score,away_form_score,home_goal_difference,away_goal_difference,h2h_home_wins,h2h_away_wins,h2h_draws,h2h_goal_diff,last10_h2h_home_wins,last10_h2h_away_wins,last10_h2h_draws,last100_h2h_goal_diff,last10_h2h_goal_diff,home_team_home_win_pct,away_team_away_win_pct,elo_difference
2019-2020,2020-02-22,Feyenoord,Fortuna Sittard,2,1,home_win,1,1269.0008198993341,1009.6351732133912,21.6,6.799999999999999,8,-3,21,4,6,53,6,3,1,0,7.0,0.6470588235294118,0.0,259.3656466859429
2019-2020,2020-02-22,SC Heerenveen,ADO Den Haag,2,2,draw,0,1063.364621660375,1021.731357675016,1.2,7.4,-6,-7,8,2,5,14,5,2,3,0,8.0,0.29411764705882354,0.23529411764705882,41.633263985358894
2019-2020,2020-02-23,Vitesse,PSV,1,2,away_win,-1,1140.6086627607428,1280.000226919625,12.0,10.2,3,5,2,17,15,-31,0,6,4,0,-9.0,0.5294117647058824,0.35294117647058826,-139.39156415888215
2019-2020,2020-02-23,Heracles Almelo,Ajax,1,0,home_win,1,1054.8697274615342,1386.4438700885619,3.5999999999999996,17.4,-2,9,2,11,2,-26,2,6,2,0,-11.0,0.5294117647058824,0.6470588235294118,-331.57414262702764
2019-2020,2020-02-23,FC Utrecht,FC Twente,2,1,home_win,1,1156.2284507282825,1020.3110609886755,8.0,10.799999999999999,3,2,17,13,17,3,5,1,4,0,7.0,0.5294117647058824,0.11764705882352941,135.91738973960696
2019-2020,2020-02-23,AZ,PEC Zwolle,2,0,home_win,1,1233.5793150735526,1028.6251275752297,7.799999999999999,9.0,-2,0,9,3,4,21,6,1,3,0,16.0,0.7647058823529411,0.17647058823529413,204.95418749832288
2019-2020,2020-02-28,Willem II,FC Groningen,3,1,home_win,1,1147.7648157709275,1115.77389496988,8.0,13.799999999999999,-4,1,18,8,6,32,3,5,2,0,-4.0,0.47058823529411764,0.17647058823529413,31.990920801047423
2019-2020,2020-02-29,ADO Den Haag,Heracles Almelo,0,0,draw,0,1023.6395158148554,1082.737643505882,2.6,7.199999999999999,-9,0,6,5,2,2,5,4,1,0,1.0,0.29411764705882354,0.17647058823529413,-59.09812769102666
2019-2020,2020-02-29,FC Twente,SC Heerenveen,2,3,away_win,-1,1010.2693927625486,1061.4564635205356,10.4,2.4,1,-4,14,6,6,18,5,3,2,0,4.0,0.35294117647058826,0.35294117647058826,-51.187070757987044
2019-2020,2020-02-29,PEC Zwolle,Vitesse,4,3,home_win,1,1021.1023706129821,1130.7042829591342,8.200000000000001,7.199999999999999,-2,0,3,5,1,-5,3,5,1,0,-5.0,0.4117647058823529,0.35294117647058826,-109.60191234615206
2019-2020,2020-02-29,VVV-Venlo,Fortuna Sittard,0,0,draw,0,1054.1443355033207,1003.7642108340522,15.6,8.0,3,-2,3,5,4,-3,3,3,4,0,-1.0,0.35294117647058826,0.0,50.380124669268525
2019-2020,2020-03-01,Ajax,AZ,0,2,away_win,-1,1358.575954044214,1241.1020720358001,13.799999999999999,12.0,3,3,34,2,6,93,7,1,2,0,22.0,0.9411764705882353,0.4117647058823529,117.47388200841397
2019-2020,2020-03-01,PSV,Feyenoord,1,1,draw,0,1289.9046067212337,1274.8717822786732,12.799999999999999,21.6,6,8,33,20,10,52,6,2,2,0,15.0,0.7647058823529411,0.47058823529411764,15.032824442560468
2019-2020,2020-03-01,RKC Waalwijk,FC Utrecht,2,1,home_win,1,923.8799793134473,1166.2701189544096,1.4,12.4,-9,5,12,7,4,13,3,5,2,0,2.0,0.11764705882352941,0.35294117647058826,-242.39013964096227
2019-2020,2020-03-01,Sparta Rotterdam,FC Emmen,5,1,home_win,1,1028.4625662191893,1074.1066936356826,9.2,10.399999999999999,0,1,0,0,0,0,0,0,0,0,0.0,0.5294117647058824,0.058823529411764705,-45.64412741649335
2019-2020,2020-03-06,Fortuna Sittard,PEC Zwolle,1,1,draw,0,1006.0681756927103,1041.9887029920812,8.4,10.6,-2,-1,3,2,2,0,3,2,2,0,0.0,0.47058823529411764,0.11764705882352941,-35.920527299370974
2019-2020,2020-03-07,AZ,ADO Den Haag,4,0,home_win,1,1262.314796929126,1026.3351373858202,17.4,4.2,7,-5,10,4,5,20,7,2,1,0,16.0,0.7647058823529411,0.23529411764705882,235.97965954330584
2019-2020,2020-03-07,FC Emmen,VVV-Venlo,3,0,home_win,1,1056.0167138845209,1051.8403706446625,9.8,12.399999999999999,-3,2,0,0,1,0,0,0,1,0,0.0,0.6470588235294118,0.23529411764705882,4.176343239858397
2019-2020,2020-03-07,SC Heerenveen,Ajax,1,3,away_win,-1,1075.1161202052085,1337.3632291508882,5.8,9.0,-2,0,6,15,6,-25,0,8,2,0,-22.0,0.29411764705882354,0.6470588235294118,-262.24710894567966
2019-2020,2020-03-07,Vitesse,FC Twente,1,0,home_win,1,1109.8179505800351,996.6097360778757,6.199999999999999,10.2,-1,0,15,11,7,19,4,4,2,0,3.0,0.47058823529411764,0.11764705882352941,113.20821450215942
2019-2020,2020-03-08,Heracles Almelo,RKC Waalwijk,4,2,home_win,1,1080.0420219349173,949.5260135714198,9.4,4.6,1,-7,3,1,2,6,3,1,2,0,6.0,0.5882352941176471,0.11764705882352941,130.51600836349758
2019-2020,2020-03-08,Feyenoord,Willem II,2,0,home_win,1,1275.5636377375104,1162.2957288286086,19.6,10.4,6,-2,35,5,3,93,7,2,1,0,16.0,0.6470588235294118,0.47058823529411764,113.26790890890175
2019-2020,2020-03-08,FC Groningen,PSV,0,1,away_win,-1,1101.242981912199,1289.2127512623965,9.0,13.6,-2,6,10,19,11,-15,2,4,4,0,-4.0,0.6470588235294118,0.35294117647058826,-187.96976935019757
2019-2020,2020-03-08,FC Utrecht,Sparta Rotterdam,5,1,home_win,1,1140.624084696437,1046.552545970351,12.6,11.4,4,4,18,6,15,30,6,0,4,0,15.0,0.5882352941176471,0.17647058823529413,94.07153872608592
2020-2021,2020-09-12,FC Twente,Fortuna Sittard,2,0,home_win,1,985.6461742187961,1007.7165082819912,4.800000000000001,3.8,-3,-3,13,1,6,23,7,0,3,0,12.0,0.35294117647058826,0.0,-22.070334063195105
2020-2021,2020-09-12,PEC Zwolle,Feyenoord,0,2,away_win,-1,1040.3403704028003,1286.5247230885245,6.6,19.2,-2,7,6,7,5,-5,5,3,2,0,5.0,0.47058823529411764,0.47058823529411764,-246.1843526857242
2020-2021,2020-09-12,SC Heerenveen,Willem II,2,0,home_win,1,1069.3242561415507,1151.3346434775945,7.0,5.199999999999999,-3,-5,13,5,8,22,8,1,1,0,16.0,0.23529411764705882,0.47058823529411764,-82.01038733604378
2020-2021,2020-09-13,Sparta Rotterdam,Ajax,0,1,away_win,-1,1034.7818508152077,1343.155093214546,13.799999999999999,13.8,2,3,18,24,12,-20,3,6,1,0,-6.0,0.5294117647058824,0.6470588235294118,-308.3732423993383
2020-2021,2020-09-13,FC Emmen,VVV-Venlo,3,5,away_win,-1,1071.8243954335103,1036.032689095673,14.799999999999999,12.2,3,-1,1,0,1,3,1,0,1,0,3.0,0.7058823529411765,0.23529411764705882,35.79170633783724
2020-2021,2020-09-13,FC Groningen,PSV,1,3,away_win,-1,1093.1431426806164,1297.312590493979,10.8,19.2,-2,8,10,20,11,-16,2,4,4,0,-3.0,0.5882352941176471,0.4117647058823529,-204.1694478133627
2020-2021,2020-09-13,Heracles Almelo,ADO Den Haag,2,0,home_win,1,1090.299167797502,1019.7911646820895,14.399999999999999,2.5999999999999996,4,-9,9,2,3,18,6,1,3,0,14.0,0.5882352941176471,0.23529411764705882,70.50800311541241
2020-2021,2020-09-13,RKC Waalwijk,Vitesse,0,1,away_win,-1,939.2688677088353,1120.7815124391147,5.6,7.800000000000001,-5,0,9,7,7,6,6,2,2,0,8.0,0.17647058823529413,0.35294117647058826,-181.51264473027948
2020-2021,2020-09-18,VVV-Venlo,FC Utrecht,1,1,draw,0,1053.675151998998,1152.3947798515803,15.200000000000001,10.799999999999999,1,4,5,8,4,-6,0,6,4,0,-10.0,0.35294117647058826,0.29411764705882354,-98.71962785258233
2020-2021,2020-09-19,AZ,PEC Zwolle,1,1,draw,0,1268.8587696328568,1034.09689528666,16.799999999999997,5.3999999999999995,10,-4,10,3,4,23,6,1,3,0,16.0,0.7647058823529411,0.11764705882352941,234.76187434619692
2020-2021,2020-09-19,Fortuna Sittard,SC Heerenveen,1,3,away_win,-1,990.7014967418681,1089.0323601423752,4.6,8.799999999999999,-3,-1,5,5,0,-2,5,5,0,0,-2.0,0.4117647058823529,0.35294117647058826,-98.33086340050704
2020-2021,2020-09-19,PSV,FC Emmen,2,1,home_win,1,1304.8613724215206,1054.1819325301853,18.8,10.4,7,-1,1,0,0,6,1,0,0,0,6.0,0.7647058823529411,0.058823529411764705,250.67943989133528
2020-2021,2020-09-19,Vitesse,Sparta Rotterdam,2,0,home_win,1,1129.108273033493,1030.1449100812288,12.6,9.0,2,-1,17,1,6,36,8,0,2,0,27.0,0.5294117647058824,0.17647058823529413,98.96336295226433
2020-2021,2020-09-20,Ajax,RKC Waalwijk,3,0,home_win,1,1347.792033948525,930.9421071144568,12.6,4.199999999999999,3,-6,20,1,3,54,9,0,1,0,31.0,0.8823529411764706,0.11764705882352941,416.8499268340681
2020-2021,2020-09-20,Feyenoord,FC Twente,1,1,draw,0,1292.7681982046652,1002.6611857589191,18.8,9.0,6,1,32,9,12,62,6,2,2,0,11.0,0.7058823529411765,0.11764705882352941,290.107012445746
2020-2021,2020-09-20,ADO Den Haag,FC Groningen,0,1,away_win,-1,1006.9943255183574,1085.5943607530749,3.0,6.0,-9,-5,7,7,2,-1,5,4,1,0,2.0,0.29411764705882354,0.17647058823529413,-78.60003523471744
2020-2021,2020-09-20,Willem II,Heracles Almelo,4,0,home_win,1,1131.62653947677,1103.096006961234,6.199999999999999,12.8,-4,4,6,5,2,3,4,4,2,0,1.0,0.47058823529411764,0.17647058823529413,28.530532515535924
2020-2021,2020-09-25,FC Twente,FC Groningen,3,1,home_win,1,1013.5915702485121,1098.0352078716992,4.6,3.0,-1,-5,23,7,9,53,6,2,2,0,16.0,0.4117647058823529,0.23529411764705882,-84.4436376231871
2020-2021,2020-09-26,PEC Zwolle,Sparta Rotterdam,4,0,home_win,1,1043.5163540692279,1018.5829607107223,7.200000000000001,10.8,-3,-2,3,3,7,-2,2,2,6,0,-3.0,0.47058823529411764,0.11764705882352941,24.933393358505555
2020-2021,2020-09-26,SC Heerenveen,VVV-Venlo,1,0,home_win,1,1100.6212097031846,1058.1028397889447,13.4,12.2,3,0,4,0,5,10,4,0,5,0,10.0,0.29411764705882354,0.29411764705882354,42.518369914239884
2020-2021,2020-09-26,Ajax,Vitesse,2,1,home_win,1,1350.4545826738547,1140.6702224039996,10.799999999999999,10.799999999999999,3,2,28,6,0,81,7,3,0,0,12.0,0.8823529411764706,0.4117647058823529,209.78436026985514
2020-2021,2020-09-26,Fortuna Sittard,AZ,3,3,draw,0,979.1126471810588,1259.4393108502888,3.0,13.6,-5,6,5,4,4,-2,3,4,3,0,-4.0,0.4117647058823529,0.47058823529411764,-280.32666366923
2020-2021,2020-09-27,Heracles Almelo,PSV,1,1,draw,0,1088.406941197067,1310.9758383583865,15.399999999999999,18.4,1,5,1,12,3,-23,1,7,2,0,-14.0,0.6470588235294118,0.47058823529411764,-222.56889716131946
2020-2021,2020-09-27,Feyenoord,ADO Den Haag,4,2,home_win,1,1281.8378137150721,994.553478399733,16.4,3.6,5,-7,18,5,7,31,7,3,0,0,3.0,0.6470588235294118,0.23529411764705882,287.28433531533915
2020-2021,2020-09-27,FC Emmen,Willem II,1,1,draw,0,1048.0674665933195,1146.315605240937,10.2,7.800000000000001,-2,0,1,1,0,0,1,1,0,0,0.0,0.7058823529411765,0.4117647058823529,-98.24813864761745
2020-2021,2020-09-27,FC Utrecht,RKC Waalwijk,3,1,home_win,1,1147.9670920616336,928.279558389127,11.4,4.800000000000001,4,-6,15,3,6,28,9,1,0,0,16.0,0.6470588235294118,0.11764705882352941,219.68753367250656
2020-2021,2020-10-02,FC Utrecht,SC Heerenveen,1,1,draw,0,1155.0128225555297,1114.6728829551255,14.399999999999999,16.799999999999997,6,4,12,7,8,11,6,3,1,0,5.0,0.7058823529411765,0.35294117647058826,40.33993960040425
2020-2021,2020-10-03,FC Twente,FC Emmen,1,1,draw,0,1033.4055373976187,1052.4750967500818,8.399999999999999,5.800000000000001,2,-4,1,0,0,3,1,0,0,0,3.0,0.47058823529411764,0.058823529411764705,-19.069559352463102
2020-2021,2020-10-03,Vitesse,Heracles Almelo,3,0,home_win,1,1133.3062809529997,1097.4519204059966,12.6,12.0,2,0,9,2,3,21,5,2,3,0,10.0,0.5882352941176471,0.11764705882352941,35.854360547003125
2020-2021,2020-10-03,VVV-Venlo,ADO Den Haag,1,2,away_win,-1,1044.0511665370038,989.4141533853725,7.3999999999999995,2.0,-2,-9,5,3,3,7,4,3,3,0,5.0,0.35294117647058826,0.17647058823529413,54.63701315163132
2020-2021,2020-10-04,FC Groningen,Ajax,1,0,home_win,1,1078.2212407225925,1357.8185241248545,3.5999999999999996,15.6,-6,5,8,26,7,-44,3,4,3,0,-1.0,0.5294117647058824,0.7058823529411765,-279.59728340226206
2020-2021,2020-10-04,PSV,Fortuna Sittard,2,0,home_win,1,1301.9308591494569,989.7981852046742,15.6,4.6,4,-4,21,5,6,44,9,0,1,0,26.0,0.7647058823529411,0.0,312.1326739447827
2020-2021,2020-10-04,Sparta Rotterdam,AZ,4,4,draw,0,1003.7292188087395,1248.7537728266736,6.0,17.2,-7,8,6,12,15,-12,1,7,2,0,-12.0,0.5294117647058824,0.47058823529411764,-245.02455401793418
2020-2021,2020-10-04,Willem II,Feyenoord,1,4,away_win,-1,1141.9079750841747,1286.9771387294325,10.6,15.2,2,6,9,25,10,-40,1,6,3,0,-10.0,0.5294117647058824,0.5294117647058824,-145.06916364525773
2020-2021,2020-10-17,Willem II,FC Twente,0,3,away_win,-1,1132.2257063148775,1034.2828422646057,5.3999999999999995,10.8,-3,3,9,16,10,-11,1,7,2,0,-13.0,0.47058823529411764,0.11764705882352941,97.94286405027174
2020-2021,2020-10-17,Heracles Almelo,RKC Waalwijk,0,1,away_win,-1,1083.097238184255,921.2338278952308,12.0,6.0,-3,-7,4,1,2,8,4,1,2,0,8.0,0.5882352941176471,0.058823529411764705,161.86341028902427
2020-2021,2020-10-17,AZ,VVV-Venlo,2,2,draw,0,1239.0308669816404,1025.5555772902264,14.4,6.200000000000001,6,-3,10,2,3,30,7,1,2,0,16.0,0.7058823529411765,0.29411764705882354,213.475289691414
2020-2021,2020-10-18,ADO Den Haag,Vitesse,0,2,away_win,-1,1007.9097426321499,1147.6609631747413,3.0,18.0,-8,6,6,4,6,-5,4,2,4,0,-2.0,0.29411764705882354,0.4117647058823529,-139.75122054259134
2020-2021,2020-10-18,Ajax,SC Heerenveen,5,1,home_win,1,1331.1516199976388,1116.5223026148406,18.6,13.6,6,3,21,3,4,59,8,0,2,0,25.0,0.8823529411764706,0.35294117647058826,214.62931738279826
2020-2021,2020-10-18,FC Emmen,Fortuna Sittard,2,2,draw,0,1051.5977918830947,985.2463940762792,8.2,3.2,0,-6,1,0,1,1,1,0,1,0,1.0,0.6470588235294118,0.0,66.3513978068155
2020-2021,2020-10-18,FC Groningen,FC Utrecht,0,0,draw,0,1104.8881448498082,1153.1634028958147,7.199999999999999,10.8,-3,5,18,9,14,18,4,4,2,0,-2.0,0.5294117647058824,0.23529411764705882,-48.275258046006456
2020-2021,2020-10-18,Feyenoord,Sparta Rotterdam,1,1,draw,0,1296.6594074987297,1013.4521246537727,18.8,1.0,9,-11,34,9,11,72,9,0,1,0,24.0,0.6470588235294118,0.11764705882352941,283.20728284495704
2020-2021,2020-10-18,PEC Zwolle,PSV,0,3,away_win,-1,1058.3700959712107,1306.4826502778517,11.799999999999999,19.2,3,6,2,13,3,-27,1,9,0,0,-23.0,0.47058823529411764,0.4117647058823529,-248.11255430664096
2020-2021,2020-10-21,RKC Waalwijk,PEC Zwolle,1,1,draw,0,944.1916632415308,1052.1822112964126,3.0,7.0,-7,-1,0,1,3,-1,0,1,3,0,-1.0,0.17647058823529413,0.11764705882352941,-107.99054805488174
2020-2021,2020-10-24,VVV-Venlo,Ajax,0,13,away_win,-1,1034.3113991081943,1338.358636260661,8.6,18.0,0,8,5,12,6,-18,0,8,2,0,-20.0,0.35294117647058826,0.6470588235294118,-304.04723715246655
2020-2021,2020-10-24,SC Heerenveen,FC Emmen,4,0,home_win,1,1109.3152863518185,1048.5788102518952,16.2,3.5999999999999996,1,-3,0,0,1,0,0,0,1,0,0.0,0.35294117647058826,0.058823529411764705,60.736476099923266
2020-2021,2020-10-24,FC Utrecht,FC Twente,2,1,home_win,1,1150.954442510173,1054.6774777227752,14.0,16.0,6,7,18,13,17,4,5,1,4,0,5.0,0.6470588235294118,0.17647058823529413,96.2769647873979
2020-2021,2020-10-24,PEC Zwolle,Willem II,0,0,draw,0,1047.363258992442,1111.831070856708,6.799999999999999,6.200000000000001,-1,-4,6,5,3,1,5,4,1,0,2.0,0.4117647058823529,0.35294117647058826,-64.46781186426597
2020-2021,2020-10-25,ADO Den Haag,AZ,2,2,draw,0,998.019516060964,1230.2750451636725,3.5999999999999996,11.2,-6,4,7,11,2,-6,1,8,1,0,-15.0,0.23529411764705882,0.47058823529411764,-232.25552910270858
2020-2021,2020-10-25,Fortuna Sittard,FC Groningen,1,3,away_win,-1,988.2653757074787,1107.0971052354498,2.4,9.4,-6,-2,4,2,12,4,2,2,6,0,1.0,0.4117647058823529,0.23529411764705882,-118.8317295279711
2020-2021,2020-10-25,RKC Waalwijk,Feyenoord,2,2,draw,0,949.0106155455014,1285.9007860642992,4.6,16.4,-5,7,8,8,7,-2,3,4,3,0,-2.0,0.17647058823529413,0.5882352941176471,-336.89017051879773
2020-2021,2020-10-25,Sparta Rotterdam,Heracles Almelo,1,1,draw,0,1024.2107460882032,1060.139402837955,2.2,7.4,-7,-6,4,1,4,7,4,1,4,0,7.0,0.47058823529411764,0.11764705882352941,-35.92865674975178
2020-2021,2020-10-25,Vitesse,PSV,2,1,home_win,1,1157.551189745927,1312.6705349526499,17.4,18.8,7,8,2,18,15,-32,0,7,3,0,-10.0,0.6470588235294118,0.47058823529411764,-155.11934520672276
2020-2021,2020-10-31,FC Twente,PEC Zwolle,5,1,home_win,1,1043.001090315852,1050.2985016931166,11.8,9.0,4,1,11,0,5,24,6,0,4,0,11.0,0.4117647058823529,0.11764705882352941,-7.297411377264552
2020-2021,2020-10-31,Ajax,Fortuna Sittard,5,2,home_win,1,1343.09519176964,977.5339232064912,17.4,2.8,20,-6,28,3,1,79,8,1,1,0,29.0,0.8823529411764706,0.0,365.5612685631488
2020-2021,2020-10-31,FC Groningen,VVV-Venlo,2,1,home_win,1,1117.8285577364372,1029.5748435992152,14.399999999999999,3.2,2,-15,7,4,3,4,6,2,2,0,2.0,0.5294117647058824,0.29411764705882354,88.253714137222
2020-2021,2020-10-31,Willem II,Vitesse,1,3,away_win,-1,1108.8958281560335,1180.2550697695574,8.6,16.799999999999997,-2,7,6,14,10,-24,2,6,2,0,-11.0,0.47058823529411764,0.47058823529411764,-71.35924161352386
2020-2021,2020-11-01,AZ,RKC Waalwijk,3,0,home_win,1,1220.9313246362692,960.9874075333039,7.199999999999999,6.3999999999999995,0,-4,12,2,1,33,9,0,1,0,30.0,0.7058823529411765,0.11764705882352941,259.9439171029653
2020-2021,2020-11-01,FC Emmen,Feyenoord,2,3,away_win,-1,1035.3476802616597,1273.9239940764967,4.199999999999999,13.2,-5,5,0,1,1,-3,0,1,1,0,-3.0,0.5882352941176471,0.5294117647058824,-238.57631381483702
2020-2021,2020-11-01,Heracles Almelo,FC Utrecht,4,1,home_win,1,1058.4906998478898,1162.6308299170962,2.6,12.4,-8,3,6,4,6,2,3,3,4,0,-3.0,0.5294117647058824,0.23529411764705882,-104.1401300692064
2020-2021,2020-11-01,PSV,ADO Den Haag,4,0,home_win,1,1289.9666549290196,1007.3632365883673,15.399999999999999,5.199999999999999,5,-4,22,4,4,52,9,1,0,0,25.0,0.7647058823529411,0.23529411764705882,282.6034183406523
2020-2021,2020-11-01,Sparta Rotterdam,SC Heerenveen,1,4,away_win,-1,1025.8594490782684,1122.546416342054,3.5999999999999996,15.200000000000001,-6,3,9,6,2,6,4,4,2,0,0.0,0.4117647058823529,0.35294117647058826,-96.68696726378562
2020-2021,2020-11-06,Fortuna Sittard,PEC Zwolle,2,2,draw,0,974.0562998849194,1033.9624928889796,3.4,8.6,-7,-3,3,2,3,0,3,2,3,0,0.0,0.35294117647058826,0.11764705882352941,-59.90619300406013
2020-2021,2020-11-07,VVV-Venlo,Heracles Almelo,3,2,home_win,1,1017.5538632241903,1079.147885439138,1.4,6.2,-16,-1,6,3,0,1,6,3,0,0,1.0,0.29411764705882354,0.11764705882352941,-61.5940222149477
2020-2021,2020-11-07,RKC Waalwijk,Sparta Rotterdam,0,2,away_win,-1,955.1323860101254,1014.2005586447452,7.4,4.199999999999999,-4,-7,12,2,4,26,7,2,1,0,11.0,0.17647058823529413,0.11764705882352941,-59.06817263461983
2020-2021,2020-11-07,ADO Den Haag,FC Twente,2,4,away_win,-1,1002.1066047898619,1059.337099119989,6.000000000000001,14.799999999999999,-7,8,8,7,6,4,4,3,3,0,1.0,0.17647058823529413,0.17647058823529413,-57.23049433012716
2020-2021,2020-11-08,FC Utrecht,Ajax,0,3,away_win,-1,1141.973644325848,1346.5728150912116,12.6,16.799999999999997,0,20,14,22,13,-21,4,2,4,0,5.0,0.7058823529411765,0.6470588235294118,-204.59917076536362
2020-2021,2020-11-08,Feyenoord,FC Groningen,2,0,home_win,1,1280.3904974420568,1129.8495381114622,16.4,12.8,6,2,28,3,9,58,9,0,1,0,19.0,0.5882352941176471,0.29411764705882354,150.54095933059466
2020-2021,2020-11-08,PSV,Willem II,3,0,home_win,1,1295.223286727525,1096.1366003118699,14.0,3.2,8,-8,39,2,3,106,10,0,0,0,26.0,0.7647058823529411,0.35294117647058826,199.0866864156551
2020-2021,2020-11-08,SC Heerenveen,AZ,0,3,away_win,-1,1134.2053067755771,1226.7863461594477,14.2,9.2,4,3,10,10,3,7,4,6,0,0,0.0,0.35294117647058826,0.47058823529411764,-92.58103938387057
2020-2021,2020-11-08,Vitesse,FC Emmen,3,1,home_win,1,1193.014297613721,1028.8811768960995,15.6,5.0,7,-5,0,0,2,0,0,0,2,0,0.0,0.6470588235294118,0.058823529411764705,164.13312071762152
2020-2021,2020-11-21,PEC Zwolle,FC Utrecht,1,1,draw,0,1031.2307290204235,1134.4391213564488,4.0,7.799999999999999,-7,-5,4,6,8,-5,3,2,5,0,2.0,0.35294117647058826,0.23529411764705882,-103.20839233602533
2020-2021,2020-11-21,Willem II,VVV-Venlo,2,1,home_win,1,1088.4177511959201,1036.361025575238,1.4,4.6,-11,-14,8,7,1,8,7,3,0,0,12.0,0.47058823529411764,0.23529411764705882,52.05672562068207
2020-2021,2020-11-21,FC Groningen,Vitesse,1,1,draw,0,1120.3786351431509,1201.9719457997808,15.399999999999999,21.6,2,10,14,9,7,7,5,3,2,0,1.0,0.5294117647058824,0.47058823529411764,-81.59331065662991
2020-2021,2020-11-22,Ajax,Heracles Almelo,5,0,home_win,1,1354.1073380606108,1060.3407230880903,15.6,5.0,22,-2,12,0,4,42,8,0,2,0,24.0,0.8823529411764706,0.11764705882352941,293.76661497252053
2020-2021,2020-11-22,AZ,FC Emmen,1,0,home_win,1,1238.6209574743611,1019.9235287100398,11.6,3.6,6,-7,2,0,0,8,2,0,0,0,8.0,0.7058823529411765,0.0,218.69742876432133
2020-2021,2020-11-22,FC Twente,PSV,1,1,draw,0,1072.725118920726,1302.9421358434747,13.4,17.4,8,11,14,18,21,-20,2,3,5,0,-5.0,0.47058823529411764,0.47058823529411764,-230.21701692274883
2020-2021,2020-11-22,Fortuna Sittard,Feyenoord,1,3,away_win,-1,976.7880637534755,1289.861400410368,2.6,15.6,-7,6,10,18,4,-30,2,8,0,0,-10.0,0.35294117647058826,0.5294117647058824,-313.0733366568926
2020-2021,2020-11-22,RKC Waalwijk,SC Heerenveen,1,1,draw,0,941.8266672358814,1122.3706954606637,9.0,9.799999999999999,-4,0,3,10,7,-12,1,6,3,0,-7.0,0.17647058823529413,0.4117647058823529,-180.54402822478232
2020-2021,2020-11-22,Sparta Rotterdam,ADO Den Haag,6,0,home_win,1,1027.5062774189894,988.718584989125,8.0,7.4,-1,-7,9,7,5,6,4,4,2,0,0.0,0.4117647058823529,0.17647058823529413,38.787692429864364
2020-2021,2020-11-27,FC Twente,RKC Waalwijk,0,2,away_win,-1,1082.00676589969,949.4655135454283,14.799999999999999,4.6,8,-5,14,2,8,26,7,0,3,0,13.0,0.47058823529411764,0.11764705882352941,132.5412523542617
2020-2021,2020-11-28,VVV-Venlo,PEC Zwolle,2,2,draw,0,1022.7405466873486,1035.8486112700039,5.6,5.8,-14,-4,3,3,2,7,3,3,2,0,7.0,0.35294117647058826,0.11764705882352941,-13.108064582655288
2020-2021,2020-11-28,FC Emmen,Ajax,0,5,away_win,-1,1012.8464328886738,1359.0877201812873,2.0,21.6,-8,28,0,1,0,-3,0,1,0,0,-3.0,0.5294117647058824,0.6470588235294118,-346.2412872926135
2020-2021,2020-11-28,ADO Den Haag,SC Heerenveen,1,1,draw,0,974.4974401287144,1114.7318491511169,1.6,10.0,-14,0,5,7,4,-4,2,4,4,0,-3.0,0.11764705882352941,0.4117647058823529,-140.23440902240247
2020-2021,2020-11-29,FC Groningen,Willem II,1,0,home_win,1,1124.068558637313,1102.0382300838096,12.0,4.6,1,-7,18,5,10,31,5,2,3,0,12.0,0.5294117647058824,0.35294117647058826,22.030328553503296
2020-2021,2020-11-29,Feyenoord,FC Utrecht,1,1,draw,0,1294.3920909575968,1129.8212391068685,14.399999999999999,7.800000000000001,5,-5,33,4,13,61,7,1,2,0,9.0,0.6470588235294118,0.23529411764705882,164.57085185072833
2020-2021,2020-11-29,Heracles Almelo,AZ,1,2,away_win,-1,1055.3603409674138,1245.6980532957273,5.799999999999999,14.399999999999999,-4,7,4,8,3,-11,3,6,1,0,-8.0,0.5882352941176471,0.5294117647058824,-190.3377123283135
2020-2021,2020-11-29,PSV,Sparta Rotterdam,1,0,home_win,1,1293.6604888645106,1041.7274222794001,14.799999999999999,10.2,9,5,39,6,8,83,9,0,1,0,26.0,0.7647058823529411,0.17647058823529413,251.9330665851105
2020-2021,2020-11-29,Vitesse,Fortuna Sittard,2,0,home_win,1,1198.2820223056187,972.2573732062467,19.6,3.2,7,-7,7,3,3,14,7,1,2,0,16.0,0.6470588235294118,0.0,226.02464909937203
2020-2021,2020-12-04,Sparta Rotterdam,FC Emmen,2,1,home_win,1,1035.6485703316534,1009.0087804816998,9.799999999999999,0.0,4,-13,1,0,0,4,1,0,0,0,4.0,0.4117647058823529,0.0,26.639789849953672
2020-2021,2020-12-05,Ajax,FC Twente,1,2,away_win,-1,1362.9253725882613,1060.1828317979691,21.6,10.2,29,3,41,3,8,115,9,0,1,0,20.0,0.8823529411764706,0.23529411764705882,302.7425407902922
2020-2021,2020-12-05,Fortuna Sittard,Willem II,3,2,home_win,1,965.410028192735,1087.0514067029867,1.4,5.6,-9,-5,10,7,8,13,4,4,2,0,4.0,0.35294117647058826,0.29411764705882354,-121.64137851025168
2020-2021,2020-12-05,PEC Zwolle,Vitesse,2,1,home_win,1,1035.2452488371296,1205.1293673191306,5.6,19.2,-4,7,4,5,1,-4,4,5,1,0,-4.0,0.35294117647058826,0.4117647058823529,-169.88411848200099
