season,date,home_team,away_team,home_score,away_score,match_result,match_result_numeric,home_elo,away_elo,home_form_score,away_form_score,home_goal_difference,away_goal_difference,h2h_home_wins,h2h_away_wins,h2h_draws,h2h_goal_diff,last10_h2h_home_wins,last10_h2h_away_wins,last10_h2h_draws,last100_h2h_goal_diff,last10_h2h_goal_diff,home_team_home_win_pct,away_team_away_win_pct,elo_difference
1976-1977,1977-01-30,AZ,VVV-Venlo,6,0,home_win,1,1145.8529104288798,1005.1285880001993,10.0,9.799999999999999,6,1,0,1,0,-2,0,1,0,0,-2.0,0.7647058823529411,0.11764705882352941,140.72432242868047
1976-1977,1977-01-30,De Graafschap,FC Twente,0,2,away_win,-1,949.0264338512408,1081.2689091859415,2.4,10.4,-7,0,0,1,2,-1,0,1,2,0,-1.0,0.29411764705882354,0.17647058823529413,-132.24247533470077
1976-1977,1977-01-30,FC Amsterdam,Go Ahead Eagles,1,2,away_win,-1,973.7316023928697,1029.4452465407492,10.2,8.399999999999999,0,-1,3,1,0,8,3,1,0,0,8.0,0.17647058823529413,0.17647058823529413,-55.71364414787945
1976-1977,1977-01-30,FC Den Haag,Sparta Rotterdam,1,1,draw,0,1081.554329834275,1057.9501413827963,13.4,8.4,3,-4,1,1,3,-1,1,1,3,0,-1.0,0.6470588235294118,0.17647058823529413,23.60418845147865
1976-1977,1977-01-30,Haarlem,NAC Breda,0,2,away_win,-1,1031.5229733554218,1081.5074428993496,1.4,10.8,-9,1,3,0,2,5,3,0,2,0,5.0,0.5882352941176471,0.058823529411764705,-49.984469543927844
1976-1977,1977-01-30,NEC,FC Utrecht,0,1,away_win,-1,1023.2776328695729,1095.6934114982125,11.6,8.0,3,-4,3,1,1,5,3,1,1,0,5.0,0.29411764705882354,0.23529411764705882,-72.4157786286396
1976-1977,1977-01-30,PSV,Ajax,3,1,home_win,1,1230.3208134766824,1297.3553059180058,14.399999999999999,18.8,5,5,6,9,5,-5,3,5,2,0,-3.0,0.7647058823529411,0.4117647058823529,-67.03449244132344
1976-1977,1977-01-30,Roda JC,Telstar,2,1,home_win,1,1094.1210026700007,1001.6614312075262,7.199999999999999,10.4,2,-1,1,1,1,0,1,1,1,0,0.0,0.5294117647058824,0.058823529411764705,92.45957146247451
1976-1977,1977-01-30,Feyenoord,Eindhoven,1,1,draw,0,1286.0266770018955,1003.1542447401499,12.0,10.2,3,-3,2,0,0,9,2,0,0,0,9.0,0.8235294117647058,0.11764705882352941,282.87243226174553
1976-1977,1977-02-06,Telstar,NEC,1,1,draw,0,989.8216047351298,1010.5650353641513,10.2,6.6,-2,-1,4,2,2,4,4,2,2,0,4.0,0.35294117647058826,0.058823529411764705,-20.743430629021532
1976-1977,1977-02-06,Feyenoord,FC Amsterdam,0,0,draw,0,1275.2765092794386,960.275542606388,13.0,5.0,3,-2,3,1,0,13,3,1,0,0,13.0,0.7647058823529411,0.11764705882352941,315.0009666730507
1976-1977,1977-02-06,NAC Breda,PSV,1,2,away_win,-1,1095.2213237405692,1249.3701215159022,16.0,12.8,4,3,6,10,3,-13,2,6,2,0,-10.0,0.7058823529411765,0.47058823529411764,-154.14879777533292
1976-1977,1977-02-06,Go Ahead Eagles,Roda JC,1,2,away_win,-1,1042.901306327231,1105.9608291423972,10.4,11.4,0,4,1,0,2,2,1,0,2,0,2.0,0.23529411764705882,0.35294117647058826,-63.05952281516625
1976-1977,1977-02-06,VVV-Venlo,Haarlem,0,0,draw,0,995.2765989028852,1017.8090925142022,4.6,1.6,-7,-10,0,0,0,0,0,0,0,0,0.0,0.5294117647058824,0.11764705882352941,-22.532493611317022
1976-1977,1977-02-06,FC Twente,AZ,0,2,away_win,-1,1091.4569150125042,1155.704899526194,13.2,15.0,2,13,4,1,2,6,4,1,2,0,6.0,0.5294117647058824,0.23529411764705882,-64.24798451368974
1976-1977,1977-02-06,Eindhoven,Sparta Rotterdam,0,0,draw,0,1013.9044124626067,1059.035485102788,6.0,11.2,-4,-1,1,0,1,1,1,0,1,0,1.0,0.4117647058823529,0.17647058823529413,-45.13107264018129
1976-1977,1977-02-06,Ajax,FC Den Haag,2,1,home_win,1,1278.305997878786,1080.4689861142833,15.399999999999999,10.0,2,0,4,0,1,10,4,0,1,0,10.0,0.8823529411764706,0.17647058823529413,197.83701176450268
1976-1977,1977-02-06,FC Utrecht,De Graafschap,3,2,home_win,1,1108.4060090036342,938.838428024678,10.4,2.8,-3,-6,3,0,0,6,3,0,0,0,6.0,0.7058823529411765,0.0,169.56758097895613
1976-1977,1977-02-13,Sparta Rotterdam,Ajax,0,3,away_win,-1,1056.9687337229948,1286.0670586003364,7.000000000000001,14.0,-4,2,6,8,6,-6,3,3,4,0,0.0,0.4117647058823529,0.4117647058823529,-229.0983248773416
1976-1977,1977-02-13,Roda JC,Feyenoord,1,1,draw,0,1119.0883041854963,1263.764215186512,16.799999999999997,9.6,6,0,4,3,2,-4,4,3,2,0,-4.0,0.5882352941176471,0.5882352941176471,-144.67591100101572
1976-1977,1977-02-13,PSV,VVV-Venlo,1,0,home_win,1,1258.7031334556366,996.3128062231945,18.4,4.0,8,-7,3,2,1,5,3,2,1,0,5.0,0.7647058823529411,0.11764705882352941,262.39032723244213
1976-1977,1977-02-13,NEC,Go Ahead Eagles,2,1,home_win,1,1009.6108985219572,1029.7738312841318,8.799999999999999,12.6,0,2,3,0,5,5,3,0,5,0,5.0,0.29411764705882354,0.23529411764705882,-20.16293276217459
1976-1977,1977-02-13,Haarlem,FC Twente,1,2,away_win,-1,1016.772885193893,1078.3823738578565,3.0,8.4,-6,-1,2,3,0,-2,2,3,0,0,-2.0,0.5294117647058824,0.17647058823529413,-61.609488663963475
1976-1977,1977-02-13,FC Amsterdam,Eindhoven,0,0,draw,0,971.7878366993147,1015.9711638423998,6.799999999999999,8.0,0,-2,0,1,0,-1,0,1,0,0,-1.0,0.17647058823529413,0.11764705882352941,-44.183327143085194
1976-1977,1977-02-13,De Graafschap,Telstar,0,0,draw,0,930.0811661544351,990.7757415773239,3.4,5.800000000000001,-4,-4,1,0,2,2,1,0,2,0,2.0,0.23529411764705882,0.058823529411764705,-60.69457542288876
1976-1977,1977-02-13,AZ,FC Utrecht,2,1,home_win,1,1168.7794406808416,1117.163270873877,14.0,8.2,11,-5,3,1,1,6,3,1,1,0,6.0,0.8235294117647058,0.23529411764705882,51.616169806964535
1976-1977,1977-02-13,FC Den Haag,NAC Breda,4,0,home_win,1,1072.707925392733,1085.8883118008348,4.8,11.8,-2,2,4,0,1,14,4,0,1,0,14.0,0.5882352941176471,0.11764705882352941,-13.180386408101867
1976-1977,1977-02-27,Feyenoord,NEC,2,0,home_win,1,1257.4617771606054,1026.5383948864296,5.199999999999999,11.0,-1,1,6,0,2,14,6,0,2,0,14.0,0.7058823529411765,0.058823529411764705,230.92338227417576
1976-1977,1977-02-27,Telstar,AZ,2,2,draw,0,988.0087434168706,1182.4197629144473,8.2,12.399999999999999,-2,8,3,1,3,5,3,1,3,0,5.0,0.35294117647058826,0.23529411764705882,-194.41101949757672
1976-1977,1977-02-27,NAC Breda,Sparta Rotterdam,0,0,draw,0,1069.281623587189,1050.2161358807748,11.799999999999999,8.6,-2,-3,7,6,6,3,2,3,5,0,-2.0,0.6470588235294118,0.17647058823529413,19.06548770641416
1976-1977,1977-02-27,Go Ahead Eagles,De Graafschap,0,1,away_win,-1,1012.8463349196594,932.8481643148883,7.799999999999999,2.6,-1,-4,1,0,2,2,1,0,2,0,2.0,0.23529411764705882,0.0,79.99817060477108
1976-1977,1977-02-27,VVV-Venlo,FC Den Haag,2,0,home_win,1,990.5248518687577,1089.3146136063788,4.8,6.4,-7,2,0,0,0,0,0,0,0,0,0.0,0.47058823529411764,0.17647058823529413,-98.78976173762112
1976-1977,1977-02-27,FC Twente,PSV,1,1,draw,0,1091.5745211804874,1264.4910878100734,13.2,17.6,1,6,7,2,2,0,7,1,2,0,6.0,0.47058823529411764,0.47058823529411764,-172.916566629586
1976-1977,1977-02-27,FC Utrecht,Haarlem,1,0,home_win,1,1103.5229486402714,1003.580737871262,9.799999999999999,1.2,-3,-7,3,0,1,6,3,0,1,0,6.0,0.7647058823529411,0.11764705882352941,99.94221076900931
1976-1977,1977-02-27,FC Amsterdam,Roda JC,1,2,away_win,-1,973.8116560039888,1125.390742211403,9.0,13.6,1,5,1,1,1,1,1,1,1,0,1.0,0.17647058823529413,0.4117647058823529,-151.5790862074142
1976-1977,1977-02-27,Eindhoven,Ajax,0,1,away_win,-1,1013.9473445377257,1292.8196564425564,10.4,17.4,1,5,0,2,0,-4,0,2,0,0,-4.0,0.4117647058823529,0.47058823529411764,-278.87231190483067
1976-1977,1977-03-06,Sparta Rotterdam,VVV-Venlo,3,2,home_win,1,1051.093253805149,1010.9555219406843,4.0,6.4,-5,-5,4,1,1,10,4,1,1,0,10.0,0.4117647058823529,0.11764705882352941,40.13773186446474
1976-1977,1977-03-06,Roda JC,Eindhoven,2,0,home_win,1,1134.8218472184753,1008.5956756423126,19.2,10.2,7,0,0,2,0,-2,0,2,0,0,-2.0,0.5294117647058824,0.11764705882352941,126.22617157616276
1976-1977,1977-03-06,PSV,FC Utrecht,3,0,home_win,1,1257.126262412264,1115.0433212141547,19.6,12.0,6,-2,6,0,0,22,6,0,0,0,22.0,0.7647058823529411,0.23529411764705882,142.0829411981092
1976-1977,1977-03-06,Haarlem,Telstar,0,1,away_win,-1,992.0603652973787,996.1311565291583,1.4,3.5999999999999996,-6,-3,1,2,2,-1,1,2,2,0,-1.0,0.47058823529411764,0.058823529411764705,-4.0707912317795945
1976-1977,1977-03-06,NEC,FC Amsterdam,1,1,draw,0,1019.8415989878487,964.3805509969166,11.0,8.6,-1,0,1,0,2,1,1,0,2,0,1.0,0.29411764705882354,0.11764705882352941,55.461047990932116
1976-1977,1977-03-06,De Graafschap,Feyenoord,2,2,draw,0,952.4684626263441,1264.1585730591864,6.2,9.2,-2,2,0,3,0,-8,0,3,0,0,-8.0,0.17647058823529413,0.5294117647058824,-311.6901104328423
1976-1977,1977-03-06,AZ,Go Ahead Eagles,0,0,draw,0,1174.2973498021597,993.2260366082036,15.6,6.800000000000001,9,-2,2,1,4,1,2,1,4,0,1.0,0.8235294117647058,0.23529411764705882,181.07131319395614
1976-1977,1977-03-06,Ajax,NAC Breda,4,0,home_win,1,1298.1713253379694,1068.4045056628147,16.799999999999997,7.800000000000001,5,-3,17,1,1,53,10,0,0,0,38.0,0.8823529411764706,0.11764705882352941,229.7668196751547
1976-1977,1977-03-06,FC Den Haag,FC Twente,1,1,draw,0,1068.883943534452,1098.9393465782969,5.199999999999999,9.4,0,0,0,3,2,-7,0,3,2,0,-7.0,0.5882352941176471,0.23529411764705882,-30.055403043844763
1976-1977,1977-03-13,Feyenoord,AZ,0,2,away_win,-1,1252.720319924896,1166.6397695709818,9.6,17.2,2,9,8,0,0,22,8,0,0,0,22.0,0.7058823529411765,0.23529411764705882,86.0805503539143
1976-1977,1977-03-13,Telstar,PSV,2,2,draw,0,1011.9436982430666,1266.925002970494,7.199999999999999,19.2,0,7,3,4,5,-2,2,3,5,0,-3.0,0.29411764705882354,0.4117647058823529,-254.9813047274274
1976-1977,1977-03-13,Roda JC,NEC,1,0,home_win,1,1145.2518538190063,1017.3089984990813,18.8,6.799999999999999,5,-2,0,1,1,-1,0,1,1,0,-1.0,0.5882352941176471,0.058823529411764705,127.942855319925
1976-1977,1977-03-13,Go Ahead Eagles,Haarlem,2,1,home_win,1,1000.8836168393815,976.2478235834703,7.0,1.6,-2,-5,3,1,1,0,3,1,1,0,0.0,0.17647058823529413,0.11764705882352941,24.635793255911153
1976-1977,1977-03-13,VVV-Venlo,Ajax,2,2,draw,0,996.7957533884334,1304.9034442101222,5.199999999999999,15.6,-6,7,3,1,2,3,3,1,2,0,3.0,0.47058823529411764,0.5294117647058824,-308.10769082168883
1976-1977,1977-03-13,FC Twente,Sparta Rotterdam,1,1,draw,0,1097.5586863925248,1065.2530223574,12.399999999999999,7.8,1,-2,6,3,2,4,6,2,2,0,8.0,0.47058823529411764,0.17647058823529413,32.30566403512489
1976-1977,1977-03-13,FC Amsterdam,De Graafschap,2,1,home_win,1,966.9131514856839,963.9067157606344,4.0,6.0,-2,-2,3,0,0,8,3,0,0,0,8.0,0.17647058823529413,0.058823529411764705,3.0064357250495277
1976-1977,1977-03-13,Eindhoven,NAC Breda,1,1,draw,0,998.1656690417816,1061.672386790662,5.0,7.2,-3,-7,0,1,1,-1,0,1,1,0,-1.0,0.35294117647058826,0.11764705882352941,-63.506717748880305
1976-1977,1977-03-13,FC Utrecht,FC Den Haag,5,1,home_win,1,1105.2445806559247,1070.2646037202242,14.4,7.199999999999999,-1,1,1,1,3,1,1,1,3,0,1.0,0.7647058823529411,0.11764705882352941,34.979976935700506
1976-1977,1977-03-20,PSV,Go Ahead Eagles,2,0,home_win,1,1256.9179213048606,1015.7509942257651,16.8,4.2,5,-2,7,4,2,22,6,3,1,0,18.0,0.7647058823529411,0.23529411764705882,241.16692707909544
1976-1977,1977-03-20,Ajax,FC Twente,1,1,draw,0,1293.5464493256964,1096.0752283839552,19.6,8.4,9,-1,10,0,1,21,9,0,1,0,19.0,0.9411764705882353,0.23529411764705882,197.4712209417412
1976-1977,1977-03-20,AZ,FC Amsterdam,2,0,home_win,1,1186.5247556865647,982.7747034595743,16.4,7.8,5,0,2,2,0,-2,2,2,0,0,-2.0,0.7647058823529411,0.11764705882352941,203.75005222699042
1976-1977,1977-03-20,De Graafschap,Roda JC,2,2,draw,0,948.045163786744,1155.6125049529269,7.0,18.4,-1,5,0,0,3,0,0,0,3,0,0.0,0.17647058823529413,0.47058823529411764,-207.56734116618293
1976-1977,1977-03-20,FC Den Haag,Telstar,1,1,draw,0,1055.870070217507,1021.9507799087002,6.000000000000001,9.6,-3,1,3,0,2,5,3,0,2,0,5.0,0.5294117647058824,0.11764705882352941,33.91929030880681
1976-1977,1977-03-20,Haarlem,Feyenoord,0,3,away_win,-1,961.3804461970867,1232.8353338093132,2.0,9.0,-4,0,0,4,1,-6,0,4,1,0,-6.0,0.47058823529411764,0.5294117647058824,-271.45488761222646
1976-1977,1977-03-20,NAC Breda,VVV-Venlo,2,1,home_win,1,1058.779936150724,1008.1527482728591,2.4,7.199999999999999,-9,0,5,0,1,13,5,0,1,0,13.0,0.5882352941176471,0.11764705882352941,50.627187877865026
1976-1977,1977-03-20,NEC,Eindhoven,2,0,home_win,1,1006.9483473651608,1001.0581196817193,8.0,4.6,-2,-3,0,0,1,0,0,0,1,0,0.0,0.29411764705882354,0.11764705882352941,5.890227683441481
1976-1977,1977-03-20,Sparta Rotterdam,FC Utrecht,3,0,home_win,1,1066.7364803659696,1119.6391141586419,8.0,13.2,-2,2,5,0,1,11,5,0,1,0,11.0,0.47058823529411764,0.23529411764705882,-52.902633792672304
1976-1977,1977-04-03,Roda JC,AZ,0,2,away_win,-1,1147.0490485036373,1194.0874718685627,15.6,15.6,4,5,1,0,3,1,1,0,3,0,1.0,0.6470588235294118,0.29411764705882354,-47.03842336492539
1976-1977,1977-04-03,NEC,De Graafschap,0,0,draw,0,1022.6771183409621,956.6086202360335,10.4,9.200000000000001,0,0,0,1,1,-1,0,1,1,0,-1.0,0.35294117647058826,0.058823529411764705,66.06849810492861
1976-1977,1977-04-03,Telstar,Sparta Rotterdam,1,1,draw,0,1023.5078771225083,1085.1540815205979,10.0,10.0,1,1,2,5,5,-5,1,5,4,0,-6.0,0.29411764705882354,0.11764705882352941,-61.646204398089594
1976-1977,1977-04-03,Go Ahead Eagles,FC Den Haag,1,0,home_win,1,1009.361095462954,1054.3129730036987,5.0,8.4,-3,-2,3,2,0,3,3,2,0,0,3.0,0.23529411764705882,0.11764705882352941,-44.951877540744704
1976-1977,1977-04-03,Feyenoord,PSV,3,2,home_win,1,1238.380006560794,1263.3078200676716,11.200000000000001,16.0,3,6,13,2,5,16,8,1,1,0,11.0,0.6470588235294118,0.35294117647058826,-24.927813506877555
1976-1977,1977-04-03,FC Utrecht,Ajax,0,2,away_win,-1,1101.2215130040136,1285.319895405328,8.4,17.2,-2,8,0,4,2,-6,0,4,2,0,-6.0,0.7647058823529411,0.5294117647058824,-184.09838240131444
1976-1977,1977-04-03,FC Twente,NAC Breda,5,0,home_win,1,1104.3017823043235,1072.464830673894,11.2,5.8,1,-7,9,0,1,27,9,0,1,0,27.0,0.4117647058823529,0.058823529411764705,31.83695163042944
1976-1977,1977-04-03,FC Amsterdam,Haarlem,1,0,home_win,1,975.2119872775762,955.8357734456059,7.0,0.0,-2,-7,2,1,0,1,2,1,0,0,1.0,0.23529411764705882,0.11764705882352941,19.37621383197029
1976-1977,1977-04-03,Eindhoven,VVV-Venlo,1,1,draw,0,985.3293487059179,994.467853749689,3.2,6.000000000000001,-5,-1,0,1,0,-2,0,1,0,0,-2.0,0.35294117647058826,0.11764705882352941,-9.138505043771033
1976-1977,1977-04-11,Sparta Rotterdam,Go Ahead Eagles,4,0,home_win,1,1082.344590123861,1027.4197317554033,12.8,8.799999999999999,4,-1,5,5,3,-2,5,3,2,0,4.0,0.5294117647058824,0.23529411764705882,54.92485836845776
1976-1977,1977-04-11,PSV,FC Amsterdam,1,0,home_win,1,1246.1618176127688,990.3206035925986,11.8,8.799999999999999,4,-1,4,0,0,8,4,0,0,0,8.0,0.8235294117647058,0.11764705882352941,255.84121402017024
1976-1977,1977-04-11,NAC Breda,FC Utrecht,1,1,draw,0,1057.9268865652903,1092.9861150502195,7.0,10.2,-8,-3,1,5,0,-6,1,5,0,0,-6.0,0.6470588235294118,0.23529411764705882,-35.059228484929235
1976-1977,1977-04-11,Haarlem,Roda JC,2,0,home_win,1,940.7271571305836,1133.2021089682535,0.0,16.2,-7,2,2,0,0,3,2,0,0,0,3.0,0.47058823529411764,0.4117647058823529,-192.4749518376699
1976-1977,1977-04-11,VVV-Venlo,FC Twente,1,0,home_win,1,994.0471070644057,1118.8397264129273,8.4,9.2,0,5,0,0,0,0,0,0,0,0,0.0,0.47058823529411764,0.23529411764705882,-124.79261934852161
1976-1977,1977-04-11,FC Den Haag,Feyenoord,0,0,draw,0,1036.2543367112494,1255.526009015697,2.8,14.2,-7,4,1,3,1,-9,1,3,1,0,-9.0,0.5294117647058824,0.5294117647058824,-219.27167230444752
1976-1977,1977-04-11,De Graafschap,Eindhoven,2,0,home_win,1,959.6150357569869,985.7500953912012,9.799999999999999,2.4,0,-5,0,0,1,0,0,0,1,0,0.0,0.17647058823529413,0.11764705882352941,-26.135059634214258
1976-1977,1977-04-11,AZ,NEC,4,1,home_win,1,1207.9344114039466,1019.6707028200087,14.399999999999999,6.199999999999999,6,-1,1,1,4,2,1,1,4,0,2.0,0.7647058823529411,0.058823529411764705,188.26370858393784
1976-1977,1977-04-11,Ajax,Telstar,4,0,home_win,1,1293.555293359122,1026.317368519245,16.4,10.4,7,1,10,1,1,35,9,0,1,0,33.0,0.8823529411764706,0.11764705882352941,267.237924839877
1976-1977,1977-04-17,Telstar,NAC Breda,0,0,draw,0,1020.6605375009832,1059.535965902036,10.2,6.799999999999999,-3,-8,4,0,7,9,4,0,6,0,9.0,0.29411764705882354,0.058823529411764705,-38.87542840105277
1976-1977,1977-04-17,Roda JC,PSV,2,0,home_win,1,1109.1460649658857,1252.1306637519133,12.200000000000001,14.799999999999999,-1,5,6,3,0,3,6,3,0,0,3.0,0.5882352941176471,0.29411764705882354,-142.98459878602762
1976-1977,1977-04-17,NEC,Haarlem,1,2,away_win,-1,1011.5810955526508,964.7832011329513,7.3999999999999995,3.0,-2,-4,3,0,1,5,3,0,1,0,5.0,0.35294117647058826,0.11764705882352941,46.79789441969956
1976-1977,1977-04-17,Go Ahead Eagles,Ajax,1,0,home_win,1,1013.9282526042155,1299.2121243773838,10.4,15.6,-4,10,5,6,2,0,3,5,2,0,-1.0,0.29411764705882354,0.5882352941176471,-285.28387177316836
1976-1977,1977-04-17,Feyenoord,Sparta Rotterdam,1,1,draw,0,1246.5849013309478,1095.8360692750489,10.799999999999999,16.0,2,8,9,7,4,8,6,0,4,0,13.0,0.6470588235294118,0.11764705882352941,150.7488320558989
1976-1977,1977-04-17,FC Utrecht,VVV-Venlo,1,1,draw,0,1091.3770357134738,1015.5590005306469,5.800000000000001,5.8,-4,-1,0,0,0,0,0,0,0,0,0.0,0.7058823529411765,0.11764705882352941,75.81803518282686
1976-1977,1977-04-17,FC Amsterdam,FC Den Haag,1,1,draw,0,984.351757453454,1045.1954443959985,10.4,4.4,-1,-5,2,1,1,3,2,1,1,0,3.0,0.23529411764705882,0.058823529411764705,-60.84368694254454
1976-1977,1977-04-17,Eindhoven,FC Twente,1,1,draw,0,968.5487963974067,1097.3278329466862,2.8,8.6,-6,4,0,1,0,-1,0,1,0,0,-1.0,0.35294117647058826,0.23529411764705882,-128.77903654927945
1976-1977,1977-04-17,De Graafschap,AZ,0,0,draw,0,976.8163347507814,1216.0240186713045,7.6,17.6,1,9,1,2,0,-4,1,2,0,0,-4.0,0.23529411764705882,0.35294117647058826,-239.2076839205231
1976-1977,1977-04-24,Sparta Rotterdam,FC Amsterdam,0,1,away_win,-1,1102.3731431733486,987.125416589472,12.8,11.2,7,-1,4,0,0,8,4,0,0,0,8.0,0.5882352941176471,0.11764705882352941,115.24772658387656
1976-1977,1977-04-24,PSV,NEC,3,0,home_win,1,1229.8941544297038,993.4389122878645,10.4,6.200000000000001,0,-3,7,0,1,10,7,0,1,0,10.0,0.8235294117647058,0.058823529411764705,236.45524214183934
1976-1977,1977-04-24,NAC Breda,Go Ahead Eagles,1,1,draw,0,1057.7531204256177,1040.739055766481,9.0,13.2,-4,-3,6,4,2,10,4,4,2,0,4.0,0.5882352941176471,0.23529411764705882,17.014064659136693
1976-1977,1977-04-24,Haarlem,De Graafschap,2,1,home_win,1,982.9253843977376,986.3685640285423,6.6,7.6,-2,1,1,1,0,-1,1,1,0,0,-1.0,0.47058823529411764,0.058823529411764705,-3.443179630804707
1976-1977,1977-04-24,VVV-Venlo,Telstar,0,0,draw,0,1018.9961624099996,1022.4433829774016,8.0,6.0,0,-4,0,0,0,0,0,0,0,0,0.0,0.47058823529411764,0.058823529411764705,-3.4472205674020415
1976-1977,1977-04-24,FC Twente,FC Utrecht,8,0,home_win,1,1091.6547888610373,1087.9398738341213,8.799999999999999,8.2,4,-1,5,1,0,10,5,1,0,0,10.0,0.4117647058823529,0.23529411764705882,3.71491502691606
1976-1977,1977-04-24,FC Den Haag,Roda JC,3,0,home_win,1,1042.4217852599804,1131.3825742880952,3.8,10.6,-5,-1,1,1,1,-4,1,1,1,0,-4.0,0.47058823529411764,0.35294117647058826,-88.96078902811473
1976-1977,1977-04-24,AZ,Eindhoven,3,0,home_win,1,1206.4717893935435,974.2218404830554,19.6,4.4,9,-4,1,0,0,2,1,0,0,0,2.0,0.7647058823529411,0.11764705882352941,232.24994891048811
1976-1977,1977-04-24,Ajax,Feyenoord,2,1,home_win,1,1272.4013212151183,1240.047827432648,11.399999999999999,11.2,5,2,10,7,3,13,6,3,1,0,11.0,0.8823529411764706,0.5294117647058824,32.353493782470196
1976-1977,1977-05-01,Roda JC,Sparta Rotterdam,1,1,draw,0,1111.373021988452,1081.2522454069529,5.6,13.0,-5,6,2,1,6,1,2,1,6,0,1.0,0.5882352941176471,0.11764705882352941,30.120776581499058
1976-1977,1977-05-01,NEC,FC Den Haag,1,1,draw,0,986.9091796603916,1062.4313375596237,7.6,7.6,-5,2,2,1,1,0,2,1,1,0,0.0,0.35294117647058826,0.058823529411764705,-75.52215789923207
1976-1977,1977-05-01,Go Ahead Eagles,VVV-Venlo,3,1,home_win,1,1041.521956674337,1019.1549075746758,9.4,8.0,-4,0,0,0,0,0,0,0,0,0,0.0,0.35294117647058826,0.11764705882352941,22.36704909966113
1976-1977,1977-05-01,Feyenoord,NAC Breda,1,1,draw,0,1225.5334691200758,1056.9702195177617,13.4,9.6,3,-4,14,0,5,47,9,0,1,0,26.0,0.5882352941176471,0.058823529411764705,168.56324960231404
1976-1977,1977-05-01,Telstar,FC Twente,2,1,home_win,1,1022.2846378127254,1107.483717221108,5.8,11.0,-4,12,5,3,3,4,4,3,3,0,3.0,0.29411764705882354,0.17647058823529413,-85.19907940838266
1976-1977,1977-05-01,Eindhoven,FC Utrecht,1,2,away_win,-1,967.5653916699458,1072.1109454740506,2.8,2.5999999999999996,-7,-13,0,0,1,0,0,0,1,0,0.0,0.35294117647058826,0.23529411764705882,-104.54555380410477
1976-1977,1977-05-01,De Graafschap,PSV,0,3,away_win,-1,970.2100049375765,1236.4238870571767,9.0,13.2,1,3,0,2,1,-5,0,2,1,0,-5.0,0.23529411764705882,0.29411764705882354,-266.21388211960016
1976-1977,1977-05-01,AZ,Haarlem,1,0,home_win,1,1213.1282382066531,999.0839434887034,19.2,10.799999999999999,10,0,4,0,1,9,4,0,1,0,9.0,0.7647058823529411,0.17647058823529413,214.0442947179497
1976-1977,1977-05-01,FC Amsterdam,Ajax,2,3,away_win,-1,1008.2463143558678,1286.9156795276906,9.0,14.0,-1,6,1,3,0,-3,1,3,0,0,-3.0,0.17647058823529413,0.5294117647058824,-278.66936517182285
1976-1977,1977-05-08,NAC Breda,FC Amsterdam,2,0,home_win,1,1064.176135778705,1002.8894369222937,5.199999999999999,11.0,-5,0,2,2,0,1,2,2,0,0,1.0,0.5294117647058824,0.17647058823529413,61.28669885641125
1976-1977,1977-05-08,Haarlem,Eindhoven,3,2,home_win,1,991.8581052864876,956.2396600662311,12.6,3.4,2,-6,0,0,0,0,0,0,0,0,0.0,0.5294117647058824,0.058823529411764705,35.61844522025649
1976-1977,1977-05-08,PSV,AZ,2,0,home_win,1,1242.1082218332015,1220.354076408869,11.4,18.8,4,9,8,0,0,27,8,0,0,0,27.0,0.8235294117647058,0.29411764705882354,21.754145424332364
1976-1977,1977-05-08,Sparta Rotterdam,NEC,5,0,home_win,1,1082.6358936896418,990.3333423192342,9.200000000000001,3.0,3,-7,6,1,1,7,6,1,1,0,7.0,0.5294117647058824,0.058823529411764705,92.30255137040751
1976-1977,1977-05-08,FC Utrecht,Telstar,3,1,home_win,1,1083.4366770777654,1042.1314005016127,6.0,7.6,-9,-3,1,3,2,-2,1,3,2,0,-2.0,0.7058823529411765,0.058823529411764705,41.305276576152664
1976-1977,1977-05-08,FC Twente,Go Ahead Eagles,4,2,home_win,1,1087.6369545322207,1056.4933366328407,11.0,14.399999999999999,11,0,10,1,0,25,9,1,0,0,23.0,0.4117647058823529,0.17647058823529413,31.143617899379933
1976-1977,1977-05-08,Ajax,Roda JC,1,2,away_win,-1,1292.2725569612646,1109.989373705763,17.4,5.199999999999999,7,-5,6,1,2,10,6,1,2,0,10.0,0.8823529411764706,0.35294117647058826,182.28318325550163
1976-1977,1977-05-08,VVV-Venlo,Feyenoord,2,0,home_win,1,1004.1835276161721,1218.3275528591325,9.4,10.0,-1,0,3,0,3,7,3,0,3,0,7.0,0.4117647058823529,0.47058823529411764,-214.14402524296042
